Id,Text,IsRetweet,IsSelfMentioned,Retweets#,Favorites#,Hashtags#,Medias#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,SenderLocation,IsCyberbullying
1.1627e+18,şu pavyon sahibi tipinizle çekilin önümden,False,False,0,0,0,0,0,9.01887e+17,2,22691,154,556,10414,mersin,True
1.15968e+18,beklemeyi bıraktığında gelir diyen murphy kanununu amınakoyim bunu öğrendiğimden beri aklımdan çıkmıyo ve sürekli istemsizce beklemeye başlıyorum murphy ananınamk,False,False,0,0,0,0,0,1.10369e+18,0,12,20,13,63,adana,True
1.13122e+18,maddi manevi ruhsal sinirsel her anlamda çökük durumdayım,False,False,11,76,0,0,0,8.85913e+17,2,18064,1088,2122,583,istanbul,False
1.15894e+18,her sabah 6da birisinin alarmı çalıyor hangi evden geldiğini anlamıyorum ama o alarmı bu kadar mesafeden ben duyuyorum o yavşak uyanıp da kapatamıyor,False,False,0,0,0,0,0,1960445995.0,6,368,116,2109,608,kocaelikırklareli,True
1.15868e+18,olm ne üniversitesi ne sınavı ya delirdiniz mi 21 ağustosta gidiyosunuz macfite başvuruyosunuz tamamdır aq,False,False,17,580,0,0,0,1465612656.0,6,9361,116,35334,29805,istanbul,False
1.16266e+18,kur an kıssaları temsili diyerek küfre giren ve mısır da hakkında küfr le ilgi yargı kararı olan mürted ebu zeyd i ist müftüsü maşalı tdv islam ansiklopedisinde övüyor sünni müslümanlara islamcı ehli sünnet e gelenekçi islam diyen mezhepsiz reformist ahmak,False,False,0,0,0,0,0,2645189556.0,5,3610,889,2485,36727,türkiye,True
1.16094e+18,hizmette sınır tanımıyorum bu bayram da getir götür getir götür,False,False,0,0,0,0,0,1.06081e+18,1,3625,175,185,398,salihli,False
1.15725e+18,demirköprü mahalle muhtarı seçilen hüseyin şahan ı ziyarette bulunarak hayırlı olsun dileklerimizi ilettik ve mahallemizin sorunları hakkında istişarelerde bulunduk,False,False,19,58,0,4,2,1260104658.0,6,6387,456,6249,3047,antakyahatay,False
1.16306e+18,pubg ne abaza dolusun kardeşim,False,False,0,0,0,0,0,1829937656.0,6,14324,735,1217,11119,samsun,True
1.15863e+18,toplumca ense yapmayi her firsatta 12 taksitle odenen tatillere cikmayi uretmekten ziyade salla basi al maasi halini eforsuz para kazanmayi kisa yoldan kose donmeyi zengin birilerine yancilik yapmayi gucluye yalaka seviyoruz durust olalim o sebeple 1 arpa boyu yol alamiyoruz,False,False,0,0,0,0,0,1.09034e+18,0,41846,494,1078,15292,türkiye,True
1.16274e+18,oglum sen ne ayaksin lan ist su altinda biraz cakis amk gotunu kaldirda bi gel baj kente olu var zarar var hadi hadi hadi,False,False,0,0,0,0,1,360645629.0,8,1640,195,104,6803,istanbul,True
1.11873e+18,bu şehrin sessizliği kulağımı tırmalıyor,False,False,13,285,0,0,0,9.91178e+17,1,2533,674,714,713,kocaeli,False
1.16083e+18,bazen aşk istiyorum bazen yalnızlık iyidir diyorum bazen yalnızlıktan ölüyorum bazen kimseye tahammül edemiyorum ne bok yediğimi bilmiyorum,False,False,22,269,0,0,0,561233755.0,7,59209,10077,14316,28271,gebze,False
1.16026e+18,eşcinsel gördüm ablasına aşık olanı gördüm öğrenciye aşık olan gördüm ama bana aşık olanı göremedim amk,False,False,24,256,0,0,0,561233755.0,7,59209,10077,14316,28271,gebze,False
1.15843e+18,hahaha vah inişteye,False,False,0,0,0,0,2,9.79998e+17,1,135319,5232,11096,53234,izmir,False
1.15769e+18,bir çiçekle güler kadın bir küçük lafla hüzün,False,False,0,10,0,1,0,1.13461e+18,0,689,57,111,78,kahramanmaraş,False
1.20707e+18,şükredin ki vicdanım var da çoğu şeye engel oluyor yoksa hayatınızı domal orospu çocukları,False,False,0,2,0,0,0,1.20703e+18,0,3,36,15,28,istanbul,True
1.15843e+18,ft ne demek adım fatma ya kendimce kisalttim aşırı zekice,False,False,0,0,0,0,0,1.03111e+18,1,3387,107,81,2745,besiktas,False
1.32155e+17,besiktasli olmak bam baska seviyom seni besiktas,False,False,268,108,0,0,0,278482682.0,8,4,9,35237,51,istanbul,False
1.16089e+18,intifa hakki gozlerini acmak masalsi bitkisel hidro karşıyaka eskort bayan çıtır izmir manisa sex te sınır tanımıyor cuvallamasinisaglamak denklem magribi beslenen,False,False,3,3,1,1,0,1.16028e+18,0,0,12,0,1,sivas,True
1.15865e+18,25 liraya 10 gün mü oha iyiymis aqq hadi gidek alak,False,False,0,0,0,0,2,7.1173e+17,3,595,66,92,221,adana,False
1.10866e+18,antakya esat ağa iş hanında ayakkabıcı esnafımız ile bir araya geldik projelerimizden bahsettik hatay ımızı hakettiği gönülbelediyeciliği hizmetleriyle buluşturmak için birlik beraberlik kardeşlik parolasıyla yola devam ediyoruz memleketişigönülişi,False,False,65,134,2,4,0,1148197230.0,6,7460,324,10078,4765,hatay,False
1.20727e+18,aq ibne sen isminle ne kadar alakasız bir hesapsin seni borsaci diye takip etmiştim lan ben,False,False,0,0,0,0,1,9.6436e+17,1,294,181,4,66,,True
1.16252e+18,muecahidincenazesiniverin mücahidincenazesiniverin bu kadarda aşağılık olmayın,False,False,0,0,2,0,0,1.02572e+18,1,2361,307,76,2778,türkiye,True
1.20724e+18,kucağımda yarağımı yerkende kıvıracak şimdikinden tek farkı yarağımı yedikçe aldığı zevkten dolayı inlemeleri olacak,False,False,0,1,0,0,1,1.16232e+18,0,5947,1233,182,3431,,True
1.15897e+18,atatürk olmasaydı hepinizin anasını yunan inletecekti ama paşam ananızı kendisi inletmiş anlaşılan gavat s400 ü kendin mi üretin böyle konuşuyon mal belki çalışmayacak savaş zamanı nee biliyon adam bi bilgisayar ile kontrol ediyor belki biliyormusun ne salak,False,False,0,0,0,1,1,1.08518e+18,0,296,589,290,529,ankara,True
1.1584e+18,yap işlet devret aracılığıyla,False,False,0,0,0,0,1,7.8685e+17,3,963,2261,2285,2705,türkiye,False
1.20725e+18,hard sexci ibine alttamısın üsttemisin lan gevat,False,False,0,0,0,0,1,1.02027e+18,1,6029,896,60,956,tarsus,True
1.14364e+18,belkide yanlış kişilerle yanlış zamandayız bu yüzden bu üzülmeler,False,False,35,976,0,0,0,1.14306e+18,0,30574,3604,4024,416,türkiye,False
1.15883e+18,hem doğa katilleri hem yüzsüzler chp li muğla bb fethiye körfezine atık su tesislerinin kapasitesini 50 aşıp lağımın denize göz göre göre boşalmasına birde pişkince bunun sebebinin belediyenin değil tarım yapan çiftçi olduğunu söylüyor pes,False,False,0,0,0,1,0,1589788860.0,6,118621,29867,33551,57673,türkiye,True
1.16246e+18,senin laz burnuna tükürüyüm amk bunağı ya akıllanmayacak mısın sen he valverdeout,False,False,0,0,1,0,1,2336658877.0,5,10433,216,234,2401,türkiye,True
1.15898e+18,sus lan yalaka almanyanın etinden sütünden herseyinden yararlan yarandığın iktidar dan nemalan gel türkiye ye konuş yok öyle yağma hasanın böreği buraya gelicen 2020 lira maaşla geçin ondan sonra konuşucan öyle jaguara binip slogan milliyetçiliğe karnı tok bu milletin,False,False,0,0,0,0,1,514696582.0,7,35158,1365,1338,8141,türkiye,True
1.16031e+18,bayramda küslük olmaz diye yapılan kahpe unutmayın,False,False,162,1337,0,0,0,7.39574e+17,3,1492,37314,46972,923,sakarya,False
1.14576e+18,tarihi süreçte trenlerin evrimini anlatan bir video,False,False,85,320,0,1,1,423805915.0,8,27209,955,75497,37910,ankara,False
1.15519e+18,büyük şeyler başaramadım ama sevdiğim herkesi çok sevdim bence bu benim hayattaki en güzel başarım,False,False,0,12,0,0,0,1.01088e+18,1,19105,538,817,643,adana,False
9.64853e+17,ee canınızdan çok sevdiniz sonra ne oldu,False,False,4,178,0,0,0,9.00303e+17,2,5057,832,1032,3172,ordu,False
1.15467e+18,dünya işlerinde öndekilere bakıp imrenen ahiret işlerinde geridekilere bakıp tembellik edenler dünya işlerinde geridekilere bakıp şükretmek ahiret işlerinde öndekilere bakıp gayret etmek gerekmez mi,False,False,150,1427,0,0,0,294282936.0,8,245,24,225564,7981,istanbul,False
1.16078e+18,bu tagı açan açtıran vesile olan hekesin aq şerefsiz kopekler kurbankatliamdır,False,False,0,0,0,0,0,1.13511e+18,0,6,9,4,130,ankara,True
1.1566e+18,1416ylsy mağdurlarının sorunları 2011 ve 2014 dekine benzer bir yasa ile kısa sürede çözülebilir buyuklerimizden yardım istiyoruz,False,False,10,7,1,1,10,233126605.0,8,26683,1139,212,16969,antalya,False
1.16051e+18,hiçbirinizi kendime rakip görmüyorum çünkü siz kimsiniz ki orospu evlatları,False,False,0,2,0,0,0,1239933636.0,6,3761,15191,14216,1866,sivas,True
1.16202e+18,acil kan ihtiyaci mehmet akif ersoy hastanesi nde tedavi gören hastamız için acil 0 rh kan ihtiyacı vardır araç sorunu yok yakınları kan verecek kişiyi hastaneye götürebilir iletişim 0538 576 25 99,False,False,53,93,0,0,0,97316295.0,10,3846,21,2975193,34427,beşiktaş,False
1.11095e+18,ilk kitabım türk çe sevmek tüm kitapçılarda türk çe sevmek elbette farklıdır türk ün sevmesi tarih olur destan olur şiir olur öykü olur roman olur,False,False,456,4367,0,1,0,415640429.0,8,52338,735579,1164978,15875,ankara,False
1.15486e+18,susuyorsam bir bildiğimden sevdiğimden gördüğümden,False,False,379,5600,0,0,0,1.115e+18,0,93,0,56484,1365,yalova,False
1.15838e+18,tcmb döviz karşılığı tl swap işlemlerinin geleneksel ihale yöntemiyle 1 3 ve 6 ay vadeli olarak da gerzek karar verildi,False,False,3,0,0,0,0,183152161.0,9,4,331,187602,74328,türkiye,False
1.16193e+18,3 bunu anlama şekli ise yap gör olarak yaşadığımız maddesel dünyada 3 boyut egosal tavır ya da maneviyatımıza uygun şekilde yaptıklarımızın bize duygusal dünyamızda ne hissettirdiği ile alakalıdır bunu ayırt edebilmek de adım adım bizi hakikate götünü,False,False,0,0,0,0,1,95494692.0,10,3787,967,3618,23007,turkey,False
1.15838e+18,şu sigara içenler nargile içse açlıktan ölecek galiba bu ne tantana,False,False,0,3,0,0,0,8.83804e+17,2,4398,368,689,2002,adana,False
1.15952e+18,kendi kendime bi şeylere sinirlenip delirme huyuma aşırı uyuz oluyorum aq nasıl ruh hastası bir özellik bu ya,False,False,0,1,0,0,0,1.06132e+18,1,14591,717,1044,2529,hatay,False
1.1594e+18,ne zaman böyle bir twit atsam sürekli max ayrıldı ki sevgilisinden vs yazıyorsunuz benim türkçeye çevirmediğim çok olay var kaynak götünü olduğu sürece elbette kendi istediğinize inanırsınız çoğu thai oyuncuyu yakından takip ediyorum ama çoğu şeyi buraya dökmüyorum,False,False,0,0,0,1,0,2902626873.0,5,14347,110,443,16915,türkiye,True
1.16027e+18,24 yaşındaki genç trenin camından dışarı bakıp heyecanla baba bak ağaçlar geriye gidiyor bak bulutlar üzerimize geliyor diye coşuyordu yandaki yolcu babasına sanırım onu iyi bir doktora götürmelisiniz babası biz de doktordan geliyoruz oğlum kördü ve ilk defa görüyor,False,False,16,97,0,0,0,423805915.0,8,27209,955,75497,37910,ankara,False
1.15805e+18,ülkü ocakları yaşatılmalı çünkü ülkü ocakları hepimizin yetiştiği kutsal bir ocaktır bahçelininevlatları ülküocakları,False,False,104,583,0,1,0,539006164.0,7,5108,73,92434,17364,ankara,False
1.16277e+18,aktroller yalaka isim gizleyerek sahada yine sen ve,False,False,0,0,0,0,2,7.67075e+17,3,4289,1217,380,6245,türkiye,True
1.15705e+18,ne sıradan bir sevgiyi yaşayacak kadar basit biriyim ne de seni sıradan bir sevgiye malzeme yapacak kadar herhangi biri,False,False,1,62,0,0,0,1.1399e+18,0,24914,1450,1702,46,konya,False
1.03813e+18,çok kişinin bu kuralı iyi bildiğine emin değilim bu kural 14 yabancı kuralı değil bu kural 14 türk kuralı 14 türk almak zorundasınız ama 14 yabancı almak zorunda değilsiniz,False,False,860,5712,0,0,1,23186079.0,10,67,71,8631496,72643,istanbul,False
1.15821e+18,1 ibrahim b edhem der ki kalplerimiz üç perde ile perdelenmiştir bu perdeler kalbin önünden kalkmadıkça kul için yakîn keşfolunmaz 1 var olan servetle sevinmek 2 yok olduğundan dolayı üzülmek 3 övülmeye sevinmek bu bakımdan mevcuda sevindiğin,False,False,2,1,0,0,0,8.44875e+17,2,909,4767,7467,5010,istanbul,False
1.16024e+18,ne salak tivitler bunlar ya,False,False,0,0,0,0,0,1.13017e+18,0,1764,87,68,212,manisa,True
1.16124e+18,keko ya gahshdjdfj,False,False,0,0,0,0,1,132653163.0,9,18190,135,1929,38619,istanbul,True
1.1631e+18,sana nereden geliyor bu hadsizlik senli benli al evine götür çözüm o,False,False,0,0,0,0,1,162769970.0,9,3833,431,1410,12272,ankaratürkiye,True
1.16228e+18,en illet akraba çirkef kuzendir,False,False,0,0,0,0,0,1.09749e+18,0,186,25,27,86,ordu,True
1.15839e+18,anlatacak çok şey var ama değişecek bişey yok,False,False,3,85,0,0,0,1.13953e+18,0,16740,5014,4873,212,mersin,False
1.15843e+18,cümlemizden,False,False,0,0,0,0,2,1024093536.0,6,42095,876,4866,7654,bursa,False
1.16233e+18,güzele güzel çirkine çirkin ve kötü demekle sorumluyuz ibne de ibne denir kuran açıktır allah ım zalimlerden kötülerden hakkımızı al diye de beddua ederiz ağırına giden böylesi bir pislik yoldan geri durur kendini korur,False,False,0,0,0,0,3,117826718.0,9,16477,585,584,9250,ankara,True
1.15937e+18,ota boka gülüyorum ama içerde durumlar çok karışık,False,False,10,72,0,0,0,1.05209e+18,1,3136,245,387,14,mersin,False
7.48653e+17,oy beni vurun,False,False,338,1185,0,1,0,1137658464.0,6,13525,759,37897,11893,ankara,False
1.09597e+18,ne gelen var ne giden yollar çimen bağladı bir sevdadır karadeniz,False,False,9,43,1,1,0,60611223.0,10,14622,1155,2132,10040,istanbul,False
1.15848e+18,arkadaşlar bana salak salak tivit atıyon dicenize takipten çıkın,False,False,0,0,0,0,0,2729394162.0,5,6928,144,347,11076,bursa,True
1.1587e+18,ya bende merak ediyorum siz bu yalaka ne kadar para kazanıyorsunuz,False,False,0,0,0,0,1,341124249.0,8,132,340,81,273,hatay,True
1.15927e+18,herkes ayrı bi dünya amk,False,False,0,0,0,0,0,1.15225e+18,0,539,39,40,85,kayseri,True
1.12441e+18,her zaman söylediğim gibi sen kirinle pasınla güzelsin saklanmadığın için güzelsin süslenmediğin için güzelsin cemil meriç,False,False,64,984,0,0,0,1672929152.0,6,491,6345,5767,453,türkiye,False
1.1588e+18,ya senin ben doğuranını sikerim senin götünü kaldıran kamillerin de götünü sikerim,False,False,0,0,0,0,0,7.53549e+17,3,17342,641,828,11043,istanbul,True
1.15529e+18,senden hoşt aa şansa bak,False,False,7,7,0,0,0,466543149.0,7,9669,1138,1359,5407,avcılar,False
1.09032e+18,gerzek niteliği ne olursa olsun belirsizlik kadar korkunç değildir,False,False,3,51,0,0,0,1.02206e+18,1,28892,308,1153,956,turkey,False
1.16053e+18,çok güzel lanet çocuk aynı anası,False,False,0,0,0,0,2,1.13772e+18,0,371,24,8,335,türkiye,True
4.92309e+17,beşiktaş pedro franco forması sipariş eden taraftara falcao forması gönderdi,False,False,12,4,0,1,0,117730774.0,9,0,1,16174,42546,istanbul,False
1.20702e+18,cimi durmazı galatasaray a getiren orospu evladı dır kesin ve net,False,False,0,0,0,0,0,350250551.0,8,56,1020,1192,493,şereftir,True
1.16097e+18,espirinize sokuyum yobaz,False,False,0,0,0,0,1,2408929852.0,5,10141,487,78,440,turkey,True
1.14605e+18,insanlar başaklara benzer içleri boşken başları havadadır doldukça eğilirler,False,False,1,2,0,0,0,1.14579e+18,0,472,69,78,142,türkiye,False
1.15939e+18,hanife çiftçi hamile olarak cezaevine girdi hastalandı doktor ilaç verip tekrar cezaevine gönderdi daha sonra bebeğini düşürdü cezaevi koşullarında enfeksiyon riski olduğu halde yine koğuşuna götünü bebeğini öldürdünüz sıra annesinde mi,False,False,222,160,0,1,0,2844434909.0,5,3265,79,127926,10997,türkiye,False
1.15078e+18,haftalık olağan il yönetim kurulu toplantımızı il başkanlığımızda gerzek,False,False,3,51,0,4,0,1140511015.0,6,10036,880,13567,7631,bursa,False
1.1615e+18,bengi su deniz hayat hayat 0542 234 9438 ifşa dul çıtır porno çıtır masaj liseli eskort eskort hatay derince antakya reyhanlı daha defne kırıkhan çıtır dörtyol samandağ çıtır iskenderun dörtyol çıtır kırıkhan defne nizip 72,False,False,0,0,0,1,0,1.15571e+18,0,0,12,7,6,kocaeli,True
1.1624e+18,özlemedik amkccugu,False,False,0,0,0,0,2,2913732673.0,5,32569,232,452,2608,antalya,False
1.15905e+18,siktir amk beyinsizi mizah öğren yallah,False,False,0,0,0,0,3,8.97221e+17,2,8816,193,245,639,malatya,True
1.15429e+18,bu videodaki prenses eylül erol 9yaşında doğuştan cam kemik hastası ve öğretmeni ile birlikte tedavi ve ameliyat masraflarını karşılamak için bu kitabı yazmışlar eylül ün iyi olmasını istemez misin o zaman bu tweeti elden ele ulaştırıp herkese duyuralım yeterki eylül iyi olsun,False,False,174,195,0,1,0,316001489.0,8,8847,4322,5358,18844,giresun,False
1.15954e+18,muhabir daha güzel aq,False,False,0,0,0,1,0,9.40849e+17,2,87788,200,1540,8720,alexandretta,True
1.16257e+18,sen once twitter kullanmayi ogren aq,False,False,0,0,0,0,0,4496245492.0,4,12025,116,420,2187,istanbul,True
1.16065e+18,dostoyevski budala kitabında diyor ki senden kaçtı çünkü seni ne kadar çok sevdiğininin farkına vardı senin yanında olmaya gücü yetmedi yani böyledir insanoğlu korkar,False,False,62,456,0,0,0,3028089857.0,4,915,91,95189,11763,ankara,False
1.1601e+18,az önce bi ayakkabı beğendim ama sadece 45 numarası kalmış ayağıma büyük geliyodu yine de aldım çünkü ben birini gerzek sevdiğimde yaşı boyu kilosu sadece boktan birer sayıdır,False,False,0,0,0,0,0,4594856292.0,4,14190,22554,22099,317,kayseri,False
1.15839e+18,yaktığını bile bile yapsaydım canı yandığı yetmezmiş gibi bir de günaha girerdim ama ben bilmeyerek yaptığım için allah verir hayvana bir kolaylığını ben de günaha indirimli girerim diye düşünüyorum çok şükür bundan da yırttık kebap be,False,False,0,0,0,0,1,1.09756e+18,0,28146,575,13495,127,,False
1.15736e+18,önce allah a sonra şiirlerimdeki satırlarıma emanetsin,False,False,24,446,0,0,0,1.10338e+18,0,8734,3268,1313,1463,gaziantep,False
1.15974e+18,o robot kadar beynin yok aq,False,False,0,0,0,0,2,1.0464e+18,1,3834,558,600,1614,bursa,True
1.15952e+18,sendika olarak bizler için hayati önemi olan bu konuda göstermiş olduğunuz gayret ve mesai için teşekkür ediyoruz inşallah kısa sürede sonuçlanır kurumiciimdalimi kurumiciimdalimievet,False,False,16,18,2,0,5,1493361396.0,6,1285,90,51,1065,antalya,False
1.16079e+18,izlediğiniz zaman asla pişman etmeyecek 10 tavsiye belgesel film 1 particle fever 2 bixa travesti 3 dengbej 4 kedi 5 i m in love with pippa bacca 6 my gay syrıa 7 afghanistanbul 8 ayak izi 9 dom 10 the cove sizin tavsiye edeceğiniz tek belgesel film hangisi olurdu,False,False,177,1555,0,3,0,210173829.0,9,10698,7260,13235,25115,türkiye,False
1.2072e+18,sen 100 liraya çok şeyini vermişin ki herkesi öyle sanıyorsun at kafası şimdi siktir git evladınla ilgilen leş ağzını siktir bize,False,False,0,0,0,0,1,1332316526.0,6,2364,133,40,1971,,True
1.16231e+18,zihniyetinin aq,False,False,0,0,0,0,1,8.59149e+17,2,10750,2087,2096,3491,konya,True
1.1593e+18,neşet ertaş elini kalbine götürdü burası varya dedi taşa toprağa gerzek kalmadan insanın gömüldüğü tek yer,False,False,0,0,0,0,0,1.06965e+18,1,246,18,48,362,,False
1.2073e+18,sakalını sktiğimin moron milleti korkutmak için emniyeti mentliyen bebe siz avrupadan gelen fonları cebe atacaksınız diye bu ülke vatandaşları her gün intihar ediyor sen adres ver ben senin ziyaretine gelirim,False,False,0,0,0,0,1,1.16355e+18,0,22452,836,804,2460,intikam,True
1.15909e+18,abi koç burçları bi gidin ya eğitilmezsiniz aq ben böyleyim öyle bok gibisin siktir git işte,False,False,0,0,0,0,0,592694374.0,7,669,195,98,644,ankara,True
1.15512e+18,sen benim çiçeğimin toprağı değilmişsin diyelim ve konuyu kapatalım lütfen,False,False,1,4,0,0,0,9.42432e+17,2,14359,378,426,817,ankara,False
1.1584e+18,oran kalkınma ajansı yozgat il özel idaresi ve belediyemizin destekleriyle ilimize hayvan hastanesi ve hayvan borsası kuruluyor valimiz sayın kadir çakır ile birlikte çalatlı köyü yakınlarında hayvan hastanesi ve hayvan borsasının kurulacağı alanda incelemelerde bulunduk,False,False,12,53,0,1,0,3376373836.0,4,118,91,2017,622,yozgat,False
1.155e+18,ya sen kedisin n apıyosun,False,False,5085,42089,0,1,0,157813728.0,9,3985,20762,38985,15148,türkiye,False
1.16024e+18,sebahattin ödesene borcunu piç,False,False,0,0,0,0,0,8.10933e+17,2,18529,3364,1574,2041,bursa,True
1.15836e+18,chp fethiye ilçe başkanımız ali özgür kullukçu ile birlikte kayaköy kahvemizde tarihi çınar ağacının gölgesinde hemşerilerimizle buluştuk sohbetlerine ortak olduk fethiye kayaköy,False,False,2,12,2,1,0,1045628150.0,6,2822,713,5675,1666,tbmm,False
1.20726e+18,siktir gs lobisinin sikimtırak sözcüsü akpside chpside batsın hepsi aynı,False,False,0,0,0,0,2,1.1624e+18,0,2260,145,8,300,,True
1.16066e+18,kızların aşık olma oranları yakısıklı ve romantik erkeklere 40 zengin ve komik erkeklere 50 it kopuk sersem belalı işe yaramaz anasının avutamadığı babasının büyütemediği erkeklere 100,False,False,57,1140,0,0,0,7.85049e+17,3,509636,15300,50277,7919,konya,False
1.20727e+18,yanımda utanmadan orospu mesajlaşırken gelip gizlice hesabımı karıştırma hakkını nerede buluyorsun kendinde amcık herif,False,False,0,4,0,0,0,4794604032.0,3,31261,328,250,12576,tekirdağ,True
1.15977e+18,hayırlı cumalar diliyorum fk group emlax inşaat ve gayrimenkul,False,False,0,0,0,0,0,142210840.0,9,1123,2207,916,2026,türkiyeistanbulikitelli,False
1.15811e+18,ben de biliyorum yoluma bakmayı ama yüzün daha güzel,False,False,270,3331,0,0,0,3029031811.0,4,43524,863,55931,4594,aydın,False
1.20658e+18,milletle hep dalga gec bakalim amcigim var diye  yarak kafali,False,False,0,2,0,0,1,1.15046e+18,0,11396,175,226,2346,niğde,True
9.24532e+17,pazar akşamı bize eşlik etmek isteyen dostlar dan dm bekliyoruz,False,False,23,229,0,1,0,8.75712e+17,2,563,1096,6057,191,manavgat,False
1.15874e+18,pişman olup tevbe etmeden geber ins,False,False,0,0,0,0,1,9.37372e+17,2,13400,710,516,7415,ankara,True
1.16201e+18,bakın bu video katlettiği köpekleri götünü takipte çekilmiş,False,False,13,33,0,1,0,365172101.0,8,6351,58,100832,13229,istanbul,False
1.16281e+18,narinlik isteyen yallah masa tenisine su topuna aq,False,False,0,0,0,0,0,9.23688e+17,2,19344,37,899,1619,ankara,True
1.16274e+18,çağımızın en büyük sorunu akıllılar hep kuşku içindeyken aptal küstahça kendinden emindir bertrand russel,False,False,22,97,0,0,0,8.33072e+17,2,28505,4120,4051,1147,ankara,False
1.15829e+18,eskişehir osman gazi üniversitesi ümran özkanlı için opozitif trombosit iletişim 0546 900 90 26 göksel 5 8 2019 11 25,False,False,111,33,2,0,0,246280171.0,8,379,108,24017,39960,türkiye,False
1.20728e+18,kahpe tarzlı lavuk sahile geldik bu havada şort giymiş ızdırabını siktir iş hayatı nası insanlarla muhatap ediyor açıcam bi tekel oturucam amk,False,False,0,0,0,0,0,1.10266e+18,0,3705,177,189,1463,mersin,True
1.15767e+18,senin hayat çağının henüz baharı yazı benim ömür bahçeme kar düştü kar çiçeğim cemal safi,False,False,5,44,0,1,0,1.03805e+18,1,164033,6073,6376,4863,türkiye,False
1.1595e+18,telefonda boşalmak istiyorsan 7 24 beni ara aşkım saatlerce sex sohbetim hoşuna gidecek boşaltacağım seni 00237 800 9278 00237 811 216,False,False,0,0,0,1,0,2243565433.0,6,0,10,0,9,antalya,True
1.16276e+18,defol jangne bu takimi rahat birak serefsiz burasi arpalik degil,False,False,0,0,0,0,1,1.1061e+18,0,7,3,0,1,bursa,True
